Name,Length,EffectiveLength,TPM,NumReads,MGI symbol,Gene name
ENSMUSG00000000031,2180,2395.07,3964.316,217638,H19,H19
ENSMUSG00000069917,554,480.99,3937.81,43415,Hba-a2,Hba-a2
ENSMUSG00000024608,599,532.59,3765.988,45975.16,Rps14,Rps14
ENSMUSG00000063457,504,424.78,3751.559,36528.11,Rps15,Rps15
ENSMUSG00000060938,527,432.81,3662.514,36334.86,Rpl26,Rpl26
ENSMUSG00000040952,550,481.43,3660.994,40400.08,Rps19,Rps19
ENSMUSG00000007892,499,407.24,3452.93,32231.89,Rplp1,Rplp1
ENSMUSG00000039001,396,265.3,3378.312,20543.96,Rps21,Rps21
ENSMUSG00000017404,727,693.31,3312.384,52640.25,Rpl19,Rpl19
ENSMUSG00000067274,1226,1166.73,3291.238,88019.38,Rplp0,Rplp0
ENSMUSG00000057036,444,316.9,3245.045,23571.41,Gm7536,Gm7536
ENSMUSG00000084319,519,241.6,3224.281,17855.37,Tpt1-ps3,Tpt1-ps3
ENSMUSG00000005891,876,550.22,3169.675,39976,Prl4a1,Prl4a1
ENSMUSG00000057863,383,267.93,3151.051,19352.16,Rpl36,Rpl36
ENSMUSG00000062006,488,388.94,3131.87,27921.06,Rpl34,Rpl34
ENSMUSG00000020077,957,452.51,3079.35,31940,Srgn,Srgn
ENSMUSG00000062328,775,560.8,3033.723,38997.19,Rpl17,Rpl17
ENSMUSG00000046330,558,331.55,3008.347,22862.76,Rpl37a,Rpl37a
ENSMUSG00000071866,575,380.93,2980.818,26027.43,Ppia,Ppia
ENSMUSG00000006333,729,705.9,2902.778,46968.15,Rps9,Rps9
ENSMUSG00000052146,550,453,2781.758,28884.52,Rps10,Rps10
ENSMUSG00000061787,488,384.49,2744.557,24188.59,Rps17,Rps17
ENSMUSG00000060636,494,307.38,2740.848,19310.98,Rpl35a,Rpl35a
ENSMUSG00000024661,927,773.06,2653.507,47019.98,Fth1,Fth1
ENSMUSG00000062997,495,392.02,2647.068,23786.24,Rpl35,Rpl35
ENSMUSG00000069258,870,294.77,2611.988,17648,Prl2b1,Prl2b1
ENSMUSG00000047215,741,605.58,2559.793,35532.41,Rpl9,Rpl9
ENSMUSG00000064354,684,172.79,2548.615,10094.42,mt-Co2,mt-Co2
ENSMUSG00000055298,1370,834.22,2540.754,48584,Ctsj,Ctsj
ENSMUSG00000003429,657,576.19,2468.035,32596.08,Rps11,Rps11
ENSMUSG00000062825,1863,1801.22,2435.513,100555.57,Actg1,Actg1
ENSMUSG00000100755,425,285.04,2433.005,15896.38,Rps23-ps1,Rps23-ps1
ENSMUSG00000068240,504,426.91,2374.848,23239.27,Gm11808,Gm11808
ENSMUSG00000038274,549,470.02,2370.343,25537.57,Fau,Fau
ENSMUSG00000058443,768,618.28,2337.453,33126.57,Rpl10-ps3,Rpl10-ps3
ENSMUSG00000114432,1111,602.94,2253.45,31143.82,Gm49391,Gm49391
ENSMUSG00000020372,1400,1316.06,2237.993,67512,Rack1,Rack1
ENSMUSG00000050621,374,227.82,2231.098,11650.64,Rps27rt,Rps27rt
ENSMUSG00000023043,1437,1567.67,2169.552,77960,Krt18,Krt18
ENSMUSG00000072940,210,87.88,2156.674,4344.44,Gm10443,Gm10443
ENSMUSG00000086583,1019,716.78,2149.741,35320.03,Gm15500,Gm15500
ENSMUSG00000034892,390,272.21,2128.657,13281.87,Rps29,Rps29
ENSMUSG00000090841,691,655.38,2101.345,31567.26,Myl6,Myl6
ENSMUSG00000030744,1490,1247.75,2097.569,59992,Rps3,Rps3
ENSMUSG00000020460,808,507.05,2093.321,24329.7,Rps27a,Rps27a
ENSMUSG00000079186,894,782,2084.393,37362.29,Gzmc,Gzmc
ENSMUSG00000022886,884,497.26,2065.345,23541,Prl2a1,Prl2a1
ENSMUSG00000032518,1115,1128.19,2042.4,52816.57,Rpsa,Rpsa
ENSMUSG00000025508,621,471.62,2021.651,21854.75,Rplp2,Rplp2
ENSMUSG00000062515,920,425.94,1999.334,19520,Fabp4,Fabp4
ENSMUSG00000028081,977,725.87,1998.308,33248.3,Rps3a1,Rps3a1
ENSMUSG00000012848,778,740.24,1976.291,33533,Rps5,Rps5
ENSMUSG00000067870,378,250.45,1974.925,11337.5,Rpl31-ps8,Rpl31-ps8
ENSMUSG00000057322,369,245.85,1965.521,11076.36,Rpl38,Rpl38
ENSMUSG00000062933,490,336.98,1952.327,15080.05,Gm10123,Gm10123
ENSMUSG00000069919,683,640.58,1938.879,28469,Hba-a1,Hba-a1
ENSMUSG00000061477,924,691.5,1930.37,30597.24,Rps7,Rps7
ENSMUSG00000045128,529,454.27,1917.659,19967.78,Rpl18a,Rpl18a
ENSMUSG00000038580,517,425.36,1897.864,18504,Sct,Sct
ENSMUSG00000022156,916,844.4,1892.234,36624.49,Gzme,Gzme
ENSMUSG00000090733,346,214.55,1877.573,9233.77,Rps27,Rps27
ENSMUSG00000078193,445,343.63,1847.959,14555.67,Gm2000,Gm2000
ENSMUSG00000060419,441,324.22,1839.006,13666.9,Rps16-ps2,Rps16-ps2
ENSMUSG00000031765,568,489.78,1835.185,20603,Mt1,Mt1
ENSMUSG00000031762,511,417.92,1801.448,17257,Mt2,Mt2
ENSMUSG00000058546,560,403.17,1792.252,16562.7,Rpl23a,Rpl23a
ENSMUSG00000025130,2077,2057.7,1740.955,82114,P4hb,P4hb
ENSMUSG00000008683,744,501.79,1717.767,19757.42,Rps15a,Rps15a
ENSMUSG00000000740,781,700.4,1712.032,27485.6,Rpl13,Rpl13
ENSMUSG00000037563,689,565.4,1685.495,21843.91,Rps16,Rps16
ENSMUSG00000081406,750,627.1,1670.978,24019.21,Rps6-ps4,Rps6-ps4
ENSMUSG00000106037,346,181.65,1642.687,6839.87,Gm4332,Gm4332
ENSMUSG00000007209,1371,1317.36,1629.84,49215,Ceacam9,Ceacam9
ENSMUSG00000003970,854,855.32,1625.905,31876.56,Rpl8,Rpl8
ENSMUSG00000015656,1685,1526.72,1602.091,56065.51,Hspa8,Hspa8
ENSMUSG00000027907,511,355.81,1601.876,13064.39,S100a11,S100a11
ENSMUSG00000061983,592,478.85,1596.734,17525.79,Rps12,Rps12
ENSMUSG00000028367,1051,627.45,1577.489,22688,Txn1,Txn1
ENSMUSG00000067288,381,263.96,1573.451,9520.18,Rps28,Rps28
ENSMUSG00000059291,755,648.17,1569.122,23312.58,Rpl11,Rpl11
ENSMUSG00000029614,1070,973.82,1558.589,34790.31,Rpl6,Rpl6
ENSMUSG00000059070,648,592.82,1553.958,21115.86,Rpl18,Rpl18
ENSMUSG00000019505,1496,1607.6,1537.973,56672.96,Ubb,Ubb
ENSMUSG00000064370,1144,361.63,1535.985,12732,mt-Cytb,mt-Cytb
ENSMUSG00000064341,957,184.44,1516.164,6410,mt-Nd1,mt-Nd1
ENSMUSG00000049382,1958,2172.76,1503.027,74856.09,Krt8,Krt8
ENSMUSG00000032060,834,791.27,1501.097,27226,Cryab,Cryab
ENSMUSG00000029580,1856,1623.84,1500.489,55850.1,Actb,Actb
ENSMUSG00000098274,659,553.44,1497.267,18994,Rpl24,Rpl24
ENSMUSG00000050335,1208,1132.11,1496.537,38835,Lgals3,Lgals3
ENSMUSG00000043716,1070,828.71,1495.865,28414.68,Rpl7,Rpl7
ENSMUSG00000027611,1571,1521.83,1493.165,52086,Procr,Procr
ENSMUSG00000005054,603,456.53,1473.448,15419,Cstb,Cstb
ENSMUSG00000073940,703,634.07,1465.064,21293.23,Hbb-bt,Hbb-bt
ENSMUSG00000025967,863,617.77,1465.053,20745.8,Eef1b2,Eef1b2
ENSMUSG00000101111,783,174.79,1451.201,5814.25,Gm28437,Gm28437
ENSMUSG00000084416,654,564.82,1406.799,18213.21,Rpl10a-ps1,Rpl10a-ps1
ENSMUSG00000044533,988,968.53,1370.222,30419.49,Rps2,Rps2
ENSMUSG00000062456,714,561.8,1366.253,17593.74,Rpl9-ps6,Rpl9-ps6
ENSMUSG00000107176,423,207.77,1365.628,6503.87,Gm9794,Gm9794
ENSMUSG00000037805,640,556.38,1358.316,17322.9,Rpl10a,Rpl10a
ENSMUSG00000066362,538,390.91,1351.241,12107.51,Rps13-ps1,Rps13-ps1
ENSMUSG00000090136,444,195.2,1351.026,6044.92,Gm10177,Gm10177
ENSMUSG00000056054,486,179.42,1349.492,5550,S100a8,S100a8
ENSMUSG00000072674,449,356.75,1337.381,10936.07,,
ENSMUSG00000025362,678,535.91,1322.935,16250.83,Rps26,Rps26
ENSMUSG00000027199,2329,1430.61,1318.461,43235,Gatm,Gatm
ENSMUSG00000075706,651,584.56,1304.576,17480.17,Gpx4,Gpx4
ENSMUSG00000063882,549,446.38,1287.366,13172,Uqcrh,Uqcrh
ENSMUSG00000064358,784,175,1285.838,5157.75,mt-Co3,mt-Co3
ENSMUSG00000028936,492,316.67,1274.207,9249.12,Rpl22,Rpl22
ENSMUSG00000021348,1298,423.39,1272.156,12346,Prl7d1,Prl7d1
ENSMUSG00000058603,414,317.74,1253.809,9131.7,Rpl28-ps1,Rpl28-ps1
ENSMUSG00000068220,779,786.85,1225.434,22102,Lgals1,Lgals1
ENSMUSG00000032383,911,813.8,1202.007,22422,Ppib,Ppib
ENSMUSG00000032399,1506,1328.67,1178.062,35878.53,Rpl4,Rpl4
ENSMUSG00000064363,1378,214.57,1173.749,5772.92,mt-Nd4,mt-Nd4
ENSMUSG00000029304,1415,980.93,1158.056,26038.58,Spp1,Spp1
ENSMUSG00000012405,1125,723.25,1147.666,19026.13,Rpl15,Rpl15
ENSMUSG00000090137,541,468.5,1146.384,12310.95,Uba52,Uba52
ENSMUSG00000058600,482,292.44,1141.926,7654.49,Rpl30,Rpl30
ENSMUSG00000041959,685,569.67,1127.668,14725,S100a10,S100a10
ENSMUSG00000072692,307,190.7,1121.834,4903.67,Rpl37rt,Rpl37rt
ENSMUSG00000095597,583,433.18,1116.387,11084.96,Rps7-ps3,Rps7-ps3
ENSMUSG00000050299,402,296.16,1107.242,7516.43,Gm9843,Gm9843
ENSMUSG00000004207,2623,2945.44,1100.251,74283,Psap,Psap
ENSMUSG00000063229,1552,1561.05,1069.968,38285.54,Ldha,Ldha
ENSMUSG00000033834,1598,506.95,1067.375,12403,Tpbpa,Tpbpa
ENSMUSG00000049751,531,402.34,1067.051,9840.64,Rpl36al,Rpl36al
ENSMUSG00000081604,411,290.87,1059.636,7064.8,Gm11518,Gm11518
ENSMUSG00000031818,734,705.62,1054.216,17051,Cox4i1,Cox4i1
ENSMUSG00000006490,942,375.47,1054.098,9072,Prl8a9,Prl8a9
ENSMUSG00000079641,606,380.15,1044.895,9104.94,Rpl39,Rpl39
ENSMUSG00000006589,802,785.32,1028.497,18514,Aprt,Aprt
ENSMUSG00000081344,171,51.27,1013.471,1191.13,Gm14303,Gm14303
ENSMUSG00000028495,878,759.86,1011.831,17623.48,Rps6,Rps6
ENSMUSG00000049517,936,585.08,1009.894,13543.7,Rps23,Rps23
ENSMUSG00000006205,1502,1510.42,1005.042,34796,Htra1,Htra1
ENSMUSG00000068048,895,903.51,999.537,20700.55,Rhox9,Rhox9
ENSMUSG00000018593,2172,2166.19,998.006,49554,Sparc,Sparc
ENSMUSG00000031320,967,748.13,997.327,17102.66,Rps4x,Rps4x
ENSMUSG00000008682,738,605.87,987.884,13719.28,Rpl10,Rpl10
ENSMUSG00000001020,488,379.27,980.971,8528,S100a4,S100a4
ENSMUSG00000021477,1930,1343.9,964.891,29723,Ctsl,Ctsl
ENSMUSG00000063856,779,755.24,958.735,16597,Gpx1,Gpx1
ENSMUSG00000060036,1359,1352.9,957.697,29699.08,Rpl3,Rpl3
ENSMUSG00000022205,704,220.66,956.707,4839,Sub1,Sub1
ENSMUSG00000016252,429,308.21,955.03,6747,Atp5e,Atp5e
ENSMUSG00000020857,870,797.23,954.753,17447.18,Nme2,Nme2
ENSMUSG00000079018,761,643.43,941.929,13892.08,Ly6c1,Ly6c1
ENSMUSG00000028965,1948,1662.9,938.359,35767,Tnfrsf9,Tnfrsf9
ENSMUSG00000070343,537,432.51,934.368,9263.17,Gm10288,Gm10288
ENSMUSG00000041841,696,509.42,931.709,10879.33,Rpl37,Rpl37
ENSMUSG00000087412,645,540.86,929.167,11519.37,Gm15501,Gm15501
ENSMUSG00000030695,1446,1592.88,923.433,33715.99,Aldoa,Aldoa
ENSMUSG00000020911,1293,1390.64,921.293,29367,Krt19,Krt19
ENSMUSG00000062647,912,920.27,919.804,19402.47,Rpl7a,Rpl7a
ENSMUSG00000082035,621,456.81,919.016,9622.83,Rpl17-ps8,Rpl17-ps8
ENSMUSG00000073640,411,290.87,908.89,6059.75,Rpl27-ps3,Rpl27-ps3
ENSMUSG00000024646,816,596.74,908.594,12428,Cyb5a,Cyb5a
ENSMUSG00000009281,764,741.6,901.773,15329,Rarres2,Rarres2
ENSMUSG00000025351,1090,937.19,901.738,19371.2,Cd63,Cd63
ENSMUSG00000030111,4568,4339.7,899.173,89444,A2m,A2m
ENSMUSG00000060143,383,282.07,897.492,5802.81,Gm10076,Gm10076
ENSMUSG00000036751,515,399.02,892.272,8161,Cox6b1,Cox6b1
ENSMUSG00000066315,636,545.27,888.999,11111.2,Gm12918,Gm12918
ENSMUSG00000003814,1979,1845.09,875.894,37044,Calr,Calr
ENSMUSG00000026238,1210,774.65,874.606,15529.78,Ptma,Ptma
ENSMUSG00000029622,1059,1080.81,871.983,21602.55,Arpc1b,Arpc1b
ENSMUSG00000044080,638,552.63,869.717,11017,S100a1,S100a1
ENSMUSG00000021508,1826,1818.36,863.483,35990,Cxcl14,Cxcl14
ENSMUSG00000071415,1034,670.86,851.392,13092.13,Rpl23,Rpl23
ENSMUSG00000063316,621,523.59,849.375,10193.9,Rpl27,Rpl27
ENSMUSG00000029430,1139,673.08,847.209,13070.96,Ran,Ran
ENSMUSG00000105388,321,165.89,841.998,3201.72,Rpl36a-ps2,Rpl36a-ps2
ENSMUSG00000021660,883,538.94,835.717,10324.07,Btf3,Btf3
ENSMUSG00000001289,568,488.89,831.109,9313.59,Pfdn5,Pfdn5
ENSMUSG00000064373,2046,1208.39,829.074,22964,Selenop,Selenop
ENSMUSG00000048758,728,693.13,828.996,13170.92,Rpl29,Rpl29
ENSMUSG00000090862,600,453.53,828.58,8613.67,Rps13,Rps13
ENSMUSG00000003161,962,574.8,816.526,10758,Sri,Sri
ENSMUSG00000046364,1052,778.5,814.573,14535.71,Rpl27a,Rpl27a
ENSMUSG00000081094,591,534.97,808.122,9909.6,Rpl19-ps11,Rpl19-ps11
ENSMUSG00000061167,615,500.54,797.43,9149.03,Rpl15-ps3,Rpl15-ps3
ENSMUSG00000025283,1006,608.98,795.905,11109.99,Sat1,Sat1
ENSMUSG00000025794,957,797.9,794.106,14523.59,Rpl14,Rpl14
ENSMUSG00000023944,2263,2361.69,789.909,42761,Hsp90ab1,Hsp90ab1
ENSMUSG00000060962,681,601.39,788.404,10868,Dmkn,Dmkn
ENSMUSG00000006200,1010,1070.43,782.292,19194.45,Rhox6,Rhox6
ENSMUSG00000030432,601,514.94,778.858,9193.19,Rpl28,Rpl28
ENSMUSG00000018293,877,804.59,777.656,14342,Pfn1,Pfn1
ENSMUSG00000025393,1297,1166.54,770.253,20596,Atp5b,Atp5b
ENSMUSG00000032231,1444,1544.43,767.689,27177,Anxa2,Anxa2
ENSMUSG00000028234,2442,1078.96,760.206,18801.13,Rps20,Rps20
ENSMUSG00000061315,887,607.37,757.724,10548.99,Naca,Naca
ENSMUSG00000100862,678,158,750.491,2718.01,Gm10925,Gm10925
ENSMUSG00000064357,681,158,749.935,2715.99,mt-Atp6,mt-Atp6
ENSMUSG00000058838,467,261.04,740.07,4428.2,Rps27a-ps2,Rps27a-ps2
ENSMUSG00000073888,435,321.14,732.545,5392.37,Ccl27a,Ccl27a
ENSMUSG00000018770,739,373,732.536,6263,Atp5g3,Atp5g3
ENSMUSG00000079435,486,292.93,729.781,4900.12,Rpl36a,Rpl36a
ENSMUSG00000020267,636,462.12,729.563,7728,Hint1,Hint1
ENSMUSG00000075602,881,705.38,725.208,11725.55,Ly6a,Ly6a
ENSMUSG00000017697,1683,1799.1,724.517,29878,Ada,Ada
ENSMUSG00000024248,1076,911.57,718.865,15020.48,Cox7a2l,Cox7a2l
ENSMUSG00000081485,192,65.98,708.76,1071.99,Gm12338,Gm12338
ENSMUSG00000026864,2108,1496.42,698.471,23958,Hspa5,Hspa5
ENSMUSG00000044408,1343,443.43,692.24,7036,Sptssa,Sptssa
ENSMUSG00000023175,1249,1246.18,689.001,19681,Bsg,Bsg
ENSMUSG00000074884,916,775.99,686.069,12203.15,Serf2,Serf2
ENSMUSG00000038717,547,279.8,683.901,4386.28,Atp5l,Atp5l
ENSMUSG00000073702,942,610.18,681.339,9529.43,Rpl31,Rpl31
ENSMUSG00000004951,904,842.63,679.648,13127.09,Hspb1,Hspb1
ENSMUSG00000053317,560,362.59,676.831,5625.25,Sec61b,Sec61b
ENSMUSG00000037664,1402,1125.39,673.284,17368,Cdkn1c,Cdkn1c
ENSMUSG00000044894,563,432.91,671.673,6665,Uqcrq,Uqcrq
ENSMUSG00000064339,1582,281.62,669.524,4322,mt-Rnr2,mt-Rnr2
ENSMUSG00000071528,366,157.94,669.013,2422,Atp5md,Atp5md
ENSMUSG00000028111,1512,1499.6,667.868,22957,Ctsk,Ctsk
ENSMUSG00000036781,500,232.26,666.818,3550,Rps27l,Rps27l
ENSMUSG00000001175,1237,860.42,666.657,13148,Calm1,Calm1
ENSMUSG00000007891,2085,2332.9,656.075,35083,Ctsd,Ctsd
ENSMUSG00000060802,860,362.12,654.656,5434,B2m,B2m
ENSMUSG00000081049,402,159.24,653.58,2385.64,Rps24-ps3,Rps24-ps3
ENSMUSG00000059534,446,352.59,652.694,5275,Uqcr10,Uqcr10
ENSMUSG00000099250,300,174.26,636.514,2542.43,,
ENSMUSG00000020649,2111,1414.59,636.024,20623,Rrm2,Rrm2
ENSMUSG00000030342,1226,960.8,635.6,13998,Cd9,Cd9
ENSMUSG00000056201,1168,1159.72,632.589,16816.08,Cfl1,Cfl1
ENSMUSG00000035530,1156,894.77,629.543,12911.73,Eif1,Eif1
ENSMUSG00000029465,898,777.77,629.523,11223,Arpc3,Arpc3
ENSMUSG00000024048,938,774.85,626.42,11125.75,Myl12a,Myl12a
ENSMUSG00000016559,1852,751.43,625.097,10766.75,H3f3b,H3f3b
ENSMUSG00000034994,2985,3510.38,623.558,50174.05,Eef2,Eef2
ENSMUSG00000005161,1211,1103.19,623.151,15757.69,Prdx2,Prdx2
ENSMUSG00000029632,611,296.51,615.455,4183,Ndufa4,Ndufa4
ENSMUSG00000078795,1391,1196.87,614.154,16849,Ceacam15,Ceacam15
ENSMUSG00000062382,938,943.46,612.249,13240.3,Ftl1-ps1,Ftl1-ps1
ENSMUSG00000026421,1823,1964.46,608.187,27386,Csrp1,Csrp1
ENSMUSG00000071644,1742,1809.97,605.083,25103.45,Eef1g,Eef1g
ENSMUSG00000046727,824,591.59,602.72,8173,Cystm1,Cystm1
ENSMUSG00000035885,550,450.08,602.714,6218,Cox8a,Cox8a
ENSMUSG00000021242,2840,2736.23,602.112,37764,Npc2,Npc2
ENSMUSG00000117098,653,615.48,601.566,8486.84,Gm49909,Gm49909
ENSMUSG00000074800,276,156.71,599.912,2154.96,Gm4149,Gm4149
ENSMUSG00000035242,952,870.91,599.193,11961.58,Oaz1,Oaz1
ENSMUSG00000073676,775,450.55,598.306,6179.01,Hspe1,Hspe1
ENSMUSG00000057113,1089,485.84,597.018,6648.61,Npm1,Npm1
ENSMUSG00000038900,763,665.13,593.76,9052.39,Rpl12,Rpl12
ENSMUSG00000002014,789,723,593.758,9840,Ssr4,Ssr4
ENSMUSG00000031422,1304,855.13,586.896,11503.78,Morf4l2,Morf4l2
ENSMUSG00000017778,522,335.81,582.918,4486.96,Cox7c,Cox7c
ENSMUSG00000050856,372,254.92,582.548,3404,Atp5k,Atp5k
ENSMUSG00000032330,536,371.93,582.499,4966,Cox7a2,Cox7a2
ENSMUSG00000093904,950,671.78,582.142,8964.01,Tomm20,Tomm20
ENSMUSG00000094800,364,228.76,581.03,3046.62,,
ENSMUSG00000031622,1112,1171.6,580.636,15593,Sin3b,Sin3b
ENSMUSG00000041697,575,471.72,580.612,6277.99,Cox6a1,Cox6a1
ENSMUSG00000078812,1225,1195.59,577.323,15821.58,Eif5a,Eif5a
ENSMUSG00000055839,534,437.78,575.106,5771.07,Elob,Elob
ENSMUSG00000046056,799,784.52,574.967,10339.37,Sbsn,Sbsn
ENSMUSG00000062737,839,390,574.405,5134.83,Prl3d2,Prl3d2
ENSMUSG00000003955,612,383.57,563.121,4951,Fam162a,Fam162a
ENSMUSG00000026208,2956,3186.21,562.071,41050,Des,Des
ENSMUSG00000031799,2158,1347.13,561.872,17349.82,Tpm4,Tpm4
ENSMUSG00000092035,6618,5299.5,558.359,67826,Peg10,Peg10
ENSMUSG00000039910,1980,1317.46,557.115,16824,Cited2,Cited2
ENSMUSG00000078566,1473,723.38,556.859,9233.33,Bnip3,Bnip3
ENSMUSG00000032323,2089,2319.01,553.768,29436,Cyp11a1,Cyp11a1
ENSMUSG00000014313,530,329.37,551.391,4162.81,Cox6c,Cox6c
ENSMUSG00000096942,438,345.93,548.023,4345.41,Rps19-ps6,Rps19-ps6
ENSMUSG00000096768,954,730.05,547.232,9157.45,Gm47283,Gm47283
ENSMUSG00000002233,1121,1147.38,547.11,14389,Rhoc,Rhoc
ENSMUSG00000027533,999,626.03,545.108,7822.09,Fabp5,Fabp5
ENSMUSG00000021939,2903,2796.73,538.857,34544,Ctsb,Ctsb
ENSMUSG00000046721,653,499.96,529.446,6067.41,Rpl14-ps1,Rpl14-ps1
ENSMUSG00000085114,547,378.08,528.949,4584,1600025M17Rik,1600025M17Rik
ENSMUSG00000057666,786,765.45,526.301,9234.2,Gapdh,Gapdh
ENSMUSG00000009013,677,509.89,526.284,6151,Dynll1,Dynll1
ENSMUSG00000024208,500,410.26,524.145,4929,Uqcc2,Uqcc2
ENSMUSG00000032068,1674,1270.36,523.233,15236,Plet1,Plet1
ENSMUSG00000036438,943,436.69,520.994,5214.95,Calm2,Calm2
ENSMUSG00000037072,1368,731.02,514.855,8627,Selenof,Selenof
ENSMUSG00000021917,709,364.31,513.019,4284,Spcs1,Spcs1
ENSMUSG00000027523,1612,1534.75,509.932,17939,Gnas,Gnas
ENSMUSG00000061232,1087,1049.56,507.12,12200.21,H2-K1,H2-K1
ENSMUSG00000022982,677,568.69,504.422,6575.3,Sod1,Sod1
ENSMUSG00000073616,439,293.21,504.25,3389,Cops9,Cops9
ENSMUSG00000032575,815,562.98,501.919,6477,Manf,Manf
ENSMUSG00000056737,1104,1162.79,495.965,13219,Capg,Capg
ENSMUSG00000037482,3378,2794,493.697,31618,Erv3,Erv3
ENSMUSG00000022283,2436,1751.55,492.882,19788.58,Pabpc1,Pabpc1
ENSMUSG00000027566,912,784.13,492.668,8855,Psma7,Psma7
ENSMUSG00000070493,926,730.78,492.041,8242.05,Chchd2,Chchd2
ENSMUSG00000031167,1204,679.47,490.222,7635.09,Rbm3,Rbm3
ENSMUSG00000023456,1421,1543.33,490.019,17334.79,Tpi1,Tpi1
ENSMUSG00000005610,1874,1062.02,489.909,11926,Eif4g2,Eif4g2
ENSMUSG00000060743,813,535.7,489.36,6008.96,H3f3a,H3f3a
ENSMUSG00000020163,447,344.77,487.93,3856,Uqcr11,Uqcr11
ENSMUSG00000032366,1606,1390.08,477.953,15229,Tpm1,Tpm1
ENSMUSG00000041453,902,704.33,476.503,7692.85,Rpl21,Rpl21
ENSMUSG00000106918,498,294,473.611,3191.65,Mrpl33,Mrpl33
ENSMUSG00000064337,955,158,472.162,1710,mt-Rnr1,mt-Rnr1
ENSMUSG00000031231,991,463.37,469.338,4985,Cox7b,Cox7b
ENSMUSG00000050608,648,470.38,464.291,5006,Micos10,Micos10
ENSMUSG00000032294,2335,2647.98,462.159,28051.37,Pkm,Pkm
ENSMUSG00000095180,754,690.43,457.671,7243,Rhox5,Rhox5
ENSMUSG00000011114,1958,1769.78,456.411,18515,Tbrg1,Tbrg1
ENSMUSG00000027447,859,830.13,456.222,8681,Cst3,Cst3
ENSMUSG00000042903,3054,3262.39,456.126,34109,Foxo4,Foxo4
ENSMUSG00000015932,1911,1055.44,453.611,10974,Dstn,Dstn
ENSMUSG00000040649,1219,591.35,453.054,6141,Rimklb,Rimklb
ENSMUSG00000059325,1143,686.4,452.98,7127,Hopx,Hopx
ENSMUSG00000053332,590,242.71,448.105,2493,Gas5,Gas5
ENSMUSG00000042682,777,530.15,446.985,5431.7,Selenok,Selenok
ENSMUSG00000034566,624,509.51,446.676,5216.71,Atp5h,Atp5h
ENSMUSG00000084349,1210,1187.87,443.892,12086.38,Rpl3-ps1,Rpl3-ps1
ENSMUSG00000011179,2013,1700.62,442.26,17239.81,Odc1,Odc1
ENSMUSG00000019929,1776,1117.67,441.235,11304,Dcn,Dcn
ENSMUSG00000061518,803,508.82,438.9,5118.87,Cox5b,Cox5b
